Date,Open,High,Low,Close ,Adj Close ,Volume,Currency
1-Dec-09,46.458,46.958,46,46.4,46.4,NULL,INR
1-Nov-09,46.903,47.438,45.84,46.458,46.458,NULL,INR
1-Oct-09,47.81,47.91,45.8,46.918,46.918,NULL,INR
1-Sep-09,48.811,48.92,47.718,47.81,47.81,NULL,INR
1-Aug-09,47.626,48.983,47.273,48.75,48.75,NULL,INR
1-Jul-09,47.803,49.428,47.626,47.626,47.626,NULL,INR
1-Jun-09,47.113,48.928,46.714,47.801,47.801,NULL,INR
1-May-09,49.718,50.03,46.93,47.113,47.113,NULL,INR
1-Apr-09,50.873,50.873,49.167,49.188,49.188,NULL,INR
1-Mar-09,50.893,52.16,50.07,50.784,50.784,NULL,INR
1-Feb-09,48.733,51.123,48.373,50.893,50.893,NULL,INR
1-Jan-09,48.065,49.283,48.023,48.733,48.733,NULL,INR
1-Dec-08,50.12,50.558,46.587,48.065,48.065,NULL,INR
1-Nov-08,49.403,50.614,46.85,49.568,49.568,NULL,INR
1-Oct-08,46.468,50.255,46.148,49.403,49.403,NULL,INR
1-Sep-08,43.93,47.033,43.87,46.601,46.601,NULL,INR
1-Aug-08,43.955,44.0625,43.43,43.625,43.625,NULL,INR
1-Jul-08,43.165,43.39,41.795,42.434,42.434,NULL,INR
1-Jun-08,42.085,43.02,42.085,42.852,42.852,NULL,INR
1-May-08,40.51,43.17,40.435,42.085,42.085,NULL,INR
1-Apr-08,39.82,40.565,39.647,40.386,40.386,NULL,INR
1-Mar-08,40.17,40.81,39.615,39.889,39.889,NULL,INR
1-Feb-08,39.245,40.21,39.055,39.91,39.91,NULL,INR
1-Jan-08,39.42,39.76,39.065,39.314,39.314,NULL,INR
1-Dec-07,39.455,39.6325,39.17,39.245,39.245,NULL,INR
1-Nov-07,39.18,39.885,38.979,39.455,39.455,NULL,INR
1-Oct-07,39.58,39.9,39.029,39.174,39.174,NULL,INR
1-Sep-07,40.575,40.9475,39.426,39.575,39.575,NULL,INR
1-Aug-07,40.4,41.615,40.115,40.575,40.575,NULL,INR
1-Jul-07,40.53,40.67,40.046,40.398,40.398,NULL,INR
1-Jun-07,40.55,41.13,40.124,40.53,40.53,NULL,INR
1-May-07,40.98,41.415,40.075,40.546,40.546,NULL,INR
1-Apr-07,43.045,43.235,40.485,40.969,40.969,NULL,INR
1-Mar-07,44.02,44.65,42.71,43.045,43.045,NULL,INR
1-Feb-07,44,44.345,43.117,44.016,44.016,NULL,INR
1-Jan-07,44.22,44.62,43.965,44.005,44.005,NULL,INR
1-Dec-06,44.56,44.92,44.04,44.04,44.04,NULL,INR
1-Nov-06,44.84,45.28,44.395,44.551,44.551,NULL,INR
1-Oct-06,45.715,45.782,44.824,44.835,44.835,NULL,INR
1-Sep-06,46.48,46.487,45.694,45.715,45.715,NULL,INR
1-Aug-06,46.407,46.679,46.255,46.476,46.476,NULL,INR
1-Jul-06,45.805,46.925,45.785,46.42,46.42,NULL,INR
1-Jun-06,46.149,46.357,45.58,45.805,45.805,NULL,INR
1-May-06,44.805,46.414,44.625,46.16,46.16,NULL,INR
1-Apr-06,44.47,45.235,44.335,44.805,44.805,NULL,INR
1-Mar-06,44.22,44.635,44.035,44.528,44.528,NULL,INR
1-Feb-06,43.889,44.6,43.884,44.25,44.25,NULL,INR
1-Jan-06,44.97,45.09,43.858,43.9,43.9,NULL,INR
1-Dec-05,45.847,46.33,44.84,44.97,44.97,NULL,INR
1-Nov-05,45.041,45.99,44.973,45.86,45.86,NULL,INR
1-Oct-05,43.88,45.375,43.856,45.04,45.04,NULL,INR
1-Sep-05,43.966,44.112,43.632,43.93,43.93,NULL,INR
1-Aug-05,43.353,44.13,43.285,43.98,43.98,NULL,INR
1-Jul-05,43.5,44.409,43,43.36,43.36,NULL,INR
1-Jun-05,43.609,43.767,43.34,43.46,43.46,NULL,INR
1-May-05,43.433,43.73,43.13,43.62,43.62,NULL,INR
1-Apr-05,43.738,43.83,43.361,43.432,43.432,NULL,INR
1-Mar-05,43.551,43.83,43.397,43.61,43.61,NULL,INR
1-Feb-05,43.652,43.77,43.219,43.56,43.56,NULL,INR
1-Jan-05,43.32,43.959,43.25,43.66,43.66,NULL,INR
1-Dec-04,44.428,44.66,43.266,43.308,43.308,NULL,INR
1-Nov-04,45.317,45.48,44.408,44.434,44.434,NULL,INR
1-Oct-04,45.807,45.958,45.245,45.244,45.244,NULL,INR
1-Sep-04,46.267,46.317,45.693,45.809,45.809,NULL,INR
1-Aug-04,46.238,46.41,46.105,46.274,46.274,NULL,INR
1-Jul-04,45.9,46.415,45.502,46.251,46.251,NULL,INR
1-Jun-04,45.29,46.18,44.802,45.888,45.888,NULL,INR
1-May-04,44.284,45.899,44.26,45.29,45.29,NULL,INR
1-Apr-04,43.331,44.44,43.275,44.284,44.284,NULL,INR
1-Mar-04,45.165,45.279,43.295,43.334,43.334,NULL,INR
1-Feb-04,45,45.373,45,45.196,45.196,NULL,INR
1-Jan-04,45.529,45.645,45.002,45.016,45.016,NULL,INR
1-Dec-03,45.709,45.728,45.296,45.53,45.53,NULL,INR
